id;modified;language;license;collectionCode;basisOfRecord;dynamicProperties;occurrenceID;organismQuantity;organismQuantityType;minimumDepthInMeters;maximumDepthInMeters;decimalLatitude;decimalLongitude;footprintWKT;scientificNameID;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;scientificNameAuthorship;vernacularName
2438_MISTA_Antarctic_Phipoda:0489;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0489;1;individual count;303;330;-71.66666412;-12.58333302;POINT(-12.5833330154419 -71.6666641235352);urn:lsid:marinespecies.org:taxname:237190;Andaniotes pseudolinearis;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniotes;pseudolinearis;Berge;Andaniotes pseudolinearis
2438_MISTA_Antarctic_Phipoda:0490;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Trawl (diverse)};2438_MISTA_Antarctic_Phipoda:0490;1;individual count;240;;-70.31666565;24.21666718;POINT(24.216667175293 -70.3166656494141);urn:lsid:marinespecies.org:taxname:237190;Andaniotes pseudolinearis;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniotes;pseudolinearis;Berge;Andaniotes pseudolinearis
2438_MISTA_Antarctic_Phipoda:0491;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Trawl (diverse)};2438_MISTA_Antarctic_Phipoda:0491;1;individual count;240;;-70.31847382;24.2098608;LINESTRING(24.2180557250977 -70.3191680908203, 24.2016658782959 -70.3177795410156);urn:lsid:marinespecies.org:taxname:237190;Andaniotes pseudolinearis;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniotes;pseudolinearis;Berge;Andaniotes pseudolinearis
2438_MISTA_Antarctic_Phipoda:0492;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Trawl (diverse)};2438_MISTA_Antarctic_Phipoda:0492;1;individual count;240;;-70.31861115;24.2098608;LINESTRING(24.2180557250977 -70.3191680908203, 24.2016658782959 -70.3180541992188);urn:lsid:marinespecies.org:taxname:237190;Andaniotes pseudolinearis;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniotes;pseudolinearis;Berge;Andaniotes pseudolinearis
2438_MISTA_Antarctic_Phipoda:0493;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Trawl (diverse)};2438_MISTA_Antarctic_Phipoda:0493;1;individual count;200;;-70.31666565;24.23333359;POINT(24.2333335876465 -70.3166656494141);urn:lsid:marinespecies.org:taxname:237190;Andaniotes pseudolinearis;Animalia;Arthropoda;Malacostraca;Amphipoda;Stegocephalidae;Andaniotes;pseudolinearis;Berge;Andaniotes pseudolinearis
2438_MISTA_Antarctic_Phipoda:0494;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0494;1;individual count;394;414;-60.83333206;-55.65000153;POINT(-55.6500015258789 -60.8333320617676);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0495;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0495;1;individual count;699;712;-74.59999847;-29.71666718;POINT(-29.716667175293 -74.5999984741211);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0496;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0496;1;individual count;483;484;-74.66666412;-29.70000076;POINT(-29.7000007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0497;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0497;1;individual count;1153;1223;-74.46666718;-29.70000076;POINT(-29.7000007629395 -74.466667175293);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0498;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0498;1;individual count;1996;2012;-74.16666412;-29.70000076;POINT(-29.7000007629395 -74.1666641235352);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0499;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0499;1;individual count;799;810;-74.58333588;-29.66666603;POINT(-29.6666660308838 -74.5833358764648);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0500;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0500;1;individual count;701;708;-74.6333313;-29.63333321;POINT(-29.6333332061768 -74.6333312988281);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0501;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0501;1;individual count;794;805;-74.6166687;-29.60000038;POINT(-29.6000003814697 -74.6166687011719);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0502;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0502;1;individual count;593;602;-74.66666412;-29.53333282;POINT(-29.533332824707 -74.6666641235352);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0503;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0503;1;individual count;451;453;-75.05000305;-28.01666641;POINT(-28.0166664123535 -75.0500030517578);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0504;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0504;1;individual count;457;462;-75.1166687;-28;POINT(-28 -75.1166687011719);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0505;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0505;1;individual count;404;407;-75.15000153;-27.58333397;POINT(-27.5833339691162 -75.1500015258789);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0506;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0506;1;individual count;399;404;-75.15000153;-27.54999924;POINT(-27.5499992370605 -75.1500015258789);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0507;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0507;1;individual count;270;280;-75.23332977;-26.98333359;POINT(-26.9833335876465 -75.2333297729492);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0508;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0508;1;individual count;275;279;-75.25;-26.64999962;POINT(-26.6499996185303 -75.25);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0509;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0509;1;individual count;498;;-75.26667023;-26.28333282;POINT(-26.283332824707 -75.2666702270508);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0510;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0510;1;individual count;500;509;-75.25;-26.28333282;POINT(-26.283332824707 -75.25);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0511;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0511;1;individual count;500;506;-75.25;-26.21666718;POINT(-26.216667175293 -75.25);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0512;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0512;1;individual count;569;574;-75.26667023;-25.98333359;POINT(-25.9833335876465 -75.2666702270508);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0513;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0513;1;individual count;406;409;-73.44999695;-21.56666756;POINT(-21.5666675567627 -73.4499969482422);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0514;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0514;1;individual count;193;197;-73.58333588;-21.06666756;POINT(-21.0666675567627 -73.5833358764648);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0515;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0515;1;individual count;352;399;-73.28333282;-21;POINT(-21 -73.283332824707);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0516;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0516;1;individual count;294;305;-73.3666687;-20.75;POINT(-20.75 -73.3666687011719);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0517;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0517;1;individual count;2025;2037;-71.15000153;-13.80000019;POINT(-13.8000001907349 -71.1500015258789);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0518;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0518;1;individual count;672;677;-71.19999695;-13.46666622;POINT(-13.4666662216187 -71.1999969482422);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0519;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0519;1;individual count;402;412;-71.19999695;-13.23333359;POINT(-13.2333335876465 -71.1999969482422);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0520;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0520;1;individual count;185;187;-71.26667023;-13.0666666;POINT(-13.0666666030884 -71.2666702270508);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0521;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0521;1;individual count;303;330;-71.66666412;-12.58333302;POINT(-12.5833330154419 -71.6666641235352);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0522;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0522;1;individual count;499;515;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0523;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0523;1;individual count;522;531;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0524;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0524;1;individual count;575;609;-71.53333282;-12.46666622;POINT(-12.4666662216187 -71.533332824707);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0525;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0525;1;individual count;402;450;-71.66666412;-12.35000038;POINT(-12.3500003814697 -71.6666641235352);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0526;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0526;1;individual count;389;423;-71.65000153;-12.35000038;POINT(-12.3500003814697 -71.6500015258789);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0527;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0527;1;individual count;196;212;-71.65000153;-12.16666698;POINT(-12.1666669845581 -71.6500015258789);urn:lsid:marinespecies.org:taxname:236836;Anonychocheirus;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;;Moore & Myers;Anonychocheirus
2438_MISTA_Antarctic_Phipoda:0528;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0528;1;individual count;394;414;-60.83333206;-55.65000153;POINT(-55.6500015258789 -60.8333320617676);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0529;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0529;1;individual count;182;213;-61;-55.20000076;POINT(-55.2000007629395 -61);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0530;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0530;1;individual count;232;239;-60.63333511;-46.96666718;POINT(-46.966667175293 -60.6333351135254);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0531;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0531;1;individual count;699;712;-74.59999847;-29.71666718;POINT(-29.716667175293 -74.5999984741211);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0532;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0532;1;individual count;483;484;-74.66666412;-29.70000076;POINT(-29.7000007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0533;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0533;1;individual count;1153;1223;-74.46666718;-29.70000076;POINT(-29.7000007629395 -74.466667175293);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0534;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0534;1;individual count;1996;2012;-74.16666412;-29.70000076;POINT(-29.7000007629395 -74.1666641235352);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0535;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0535;1;individual count;509;518;-74.66666412;-29.66666603;POINT(-29.6666660308838 -74.6666641235352);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0536;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0536;1;individual count;799;810;-74.58333588;-29.66666603;POINT(-29.6666660308838 -74.5833358764648);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0537;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0537;1;individual count;701;708;-74.6333313;-29.63333321;POINT(-29.6333332061768 -74.6333312988281);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
2438_MISTA_Antarctic_Phipoda:0538;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0538;1;individual count;794;805;-74.6166687;-29.60000038;POINT(-29.6000003814697 -74.6166687011719);urn:lsid:marinespecies.org:taxname:237514;Anonychocheirus richardsoni;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Anonychocheirus;richardsoni;Moore & Myers;Anonychocheirus richardsoni
